Group,Genus,Species,Paper,Authors,Journal,Year,Link,Sex,Experiment_location,Wing Beat Frequency (Hz),WBF,Tethered_Free,Circadian Time,Circadian time when WBF measured,WBF measuring method
An. arabiensis,Anopheles,arabiensis,Correlation of mosquito wing-beat harmonics to aid in species classification and flight heading assessment,Jansson S.; Gebru A.; Ignell R.; Abbott J.; Brydegaard M.,Novel Biophotonics Techniques and Applications V,2019,https://doi.org/10.1117/12.2527224,Male,Lab,631,631 ± 137,Free,,,
An. arabiensis,Anopheles,arabiensis,Correlation of mosquito wing-beat harmonics to aid in species classification and flight heading assessment,Jansson S.; Gebru A.; Ignell R.; Abbott J.; Brydegaard M.,Novel Biophotonics Techniques and Applications V,2019,https://doi.org/10.1117/12.2527224,Female,Lab,465,465 ± 39,Free,,,
An. arabiensis,Anopheles,arabiensis,Multiband modulation spectroscopy for the determination of sex and species of mosquitoes in flight,Gebru A.; Jansson S.; Ignell R.; Kirkeby C.; Prangsma J.C.; Brydegaard M.,Journal of Biophotonics,2018,https://doi.org/10.1002/jbio.201800014,Male,Lab,621,"Median: 621, IQR = 127 ( N=42)",Free,12 L: 12 D,,optical sensor
An. arabiensis,Anopheles,arabiensis,Multiband modulation spectroscopy for the determination of sex and species of mosquitoes in flight,Gebru A.; Jansson S.; Ignell R.; Kirkeby C.; Prangsma J.C.; Brydegaard M.,Journal of Biophotonics,2018,https://doi.org/10.1002/jbio.201800014,Female,Lab,446,"Median: 446, IQR = 92.5 (N=66)",Free,12 L: 12 D,,optical sensor
An. atroparvus,Anopheles,atroparvus,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,450,Mean 450,Free,,,
An. atroparvus,Anopheles,atroparvus,Species specificity of acoustic signals of malarial mosquitoes of Anopheles maculipennis complex, Perevozkin V.P.; Bondarchuk S.S.,International Journal of Mosquito Research,2015,https://www.dipterajournal.com/archives/2015/2/3/C/2-2-14,Male,Lab,444,444 ± 6 Hz (mean ± SE)  n = 29,Tethered,,,
An. atroparvus,Anopheles,atroparvus,Species specificity of acoustic signals of malarial mosquitoes of Anopheles maculipennis complex, Perevozkin V.P.; Bondarchuk S.S.,International Journal of Mosquito Research,2015,https://www.dipterajournal.com/archives/2015/2/3/C/2-2-14,Female,Lab,293,293 ± 5 Hz (mean ± SE)  n = 72,Tethered,,,
An. atroparvus,Anopheles,atroparvus,Genetic Aspects of Sexual Behavior in Malaria Mosquitoes on the Basis of Specific Acoustic Signals at Mating,Perevozkin V.P.; Printseva A.A.; Maslennikov P.V.; Bondarchuk S.S.,Genetika,2012,https://doi.org/10.1134/S1022795412060099,Male,Lab,444,444 Hz (mean) (n=29),Tethered,,,
An. atroparvus,Anopheles,atroparvus,Genetic Aspects of Sexual Behavior in Malaria Mosquitoes on the Basis of Specific Acoustic Signals at Mating,Perevozkin V.P.; Printseva A.A.; Maslennikov P.V.; Bondarchuk S.S.,Genetika,2012,https://doi.org/10.1134/S1022795412060099,Female,Lab,279,279 Hz (mean) (n=72),Tethered,,,
An. balabacensis,Anopheles,balabacensis,Wingbeat Frequencies of Some Anopheline Mosquitoes of East Asia (Diptera : Culicidae),Ogawa K.; Kanda T.,Applied Entomology and Zoology,1986,https://doi.org/10.1303/aez.21.430,Female,Lab,400,400,Tethered,,,
An. balabacensis,Anopheles,balabacensis,Wingbeat Frequencies of Some Anopheline Mosquitoes of East Asia (Diptera : Culicidae),Ogawa K.; Kanda T.,Applied Entomology and Zoology,1986,https://doi.org/10.1303/aez.21.430,Male,Lab,620,620,Tethered,,,
An. barbirostris,Anopheles,barbirostris,HumBug – An Acoustic Mosquito Monitoring Tool for use on budget smartphones,Sinka M.E.; Zilli D.; Li Y.; Kiskin I.; Msaky D.; Kihonda J.; Mkandawile G.; Kaindoa E.; Killeen G.; Zanga J.; Metelo E.; Kirkham D.; Mansiangi P.; Herreros-Moya E.; Rafique W.; Chareonviriyaphap T.; Tisgratog R.; Wang L.; Chan H.; Gutteridge B.; Portwood H.; Roberts S.; Willis K.J.,Methods in Ecology and Evolution,2021,https://doi.org/10.1111/2041-210x.13663,Female,Lab,375,375,Free,,,
An. coluzzii,Anopheles,coluzzii,“Singing on the Wing” as a Mechanism for Species Recognition in the Malarial Mosquito Anopheles gambiae,Pennetier C.; Warren B.; Dabiré K.R.; Russell I.J.; Gibson G.,Current Biology,2010,https://doi.org/10.1016/j.cub.2009.11.040,Female,Lab,467,"M females, 467 ± 31 Hz, n = 6; S females, 460 ± 26 Hz, n = 5 (SD)",Tethered,,,
An. coluzzii,Anopheles,coluzzii,"The ""wingbeat hypothesis"" of reproductive isolation between members of the Anopheles gambiae complex (Diptera: Culicidae) does not fly",Tripet F.; Dolo G.; Traoré S.; Lanzaro G.C.,Journal of Medical Entomology,2004,https://doi.org/10.1603/0022-2585-41.3.375,Male,Lab,772,"M males, 772 ± 3.9 Hz, S males, 769.0 ± 3.9 Hz (MEAN ± SE)",Free,,,
An. coluzzii,Anopheles,coluzzii,"The ""wingbeat hypothesis"" of reproductive isolation between members of the Anopheles gambiae complex (Diptera: Culicidae) does not fly",Tripet F.; Dolo G.; Traoré S.; Lanzaro G.C.,Journal of Medical Entomology,2004,https://doi.org/10.1603/0022-2585-41.3.375,Female,Lab,492,"M females, 492 ± 2.4 Hz, S females, 492.6 ± 2.4 Hz",Free,,,
An. coluzzii,Anopheles,coluzzii,“Singing on the Wing” as a Mechanism for Species Recognition in the Malarial Mosquito Anopheles gambiae,Pennetier C.; Warren B.; Dabiré K.R.; Russell I.J.; Gibson G.,Current Biology,2010,https://doi.org/10.1016/j.cub.2009.11.040,Male,Lab,704,"M males, 704 ± 25 Hz, n = 4; S males, 682 ± 27 Hz, n = 5 (SD)",Tethered,,,
An. coluzzii,Anopheles,coluzzii,Pre-copula acoustic behaviour of males in the malarial mosquitoes Anopheles coluzzii and Anopheles gambiae s.s. does not contribute to reproductive isolation,Simões P.M.V.; Gibson G.; Russell I.J.,Journal of Experimental Biology,2017,https://doi.org/10.1242/jeb.149757,Male,Lab,793,"793±5.8 (SEM), 6 replicates, each replicate 7-10 males",Free,12 L: 12 D,,
An. coluzzii,Anopheles,coluzzii,Pre-copula acoustic behaviour of males in the malarial mosquitoes Anopheles coluzzii and Anopheles gambiae s.s. does not contribute to reproductive isolation,Simões P.M.V.; Gibson G.; Russell I.J.,Journal of Experimental Biology,2017,https://doi.org/10.1242/jeb.149757,Female,Lab,488,"488±11.5 (SEM), 6 replicates, each replicate 7-10 males",Free,12 L: 12 D,,
An. coluzzii,Anopheles,coluzzii,Correlation of mosquito wing-beat harmonics to aid in species classification and flight heading assessment,Jansson S.; Gebru A.; Ignell R.; Abbott J.; Brydegaard M.,Novel Biophotonics Techniques and Applications V,2019,https://doi.org/10.1117/12.2527224,Male,Lab,694,694± 56,Free,,,
An. coluzzii,Anopheles,coluzzii,Correlation of mosquito wing-beat harmonics to aid in species classification and flight heading assessment,Jansson S.; Gebru A.; Ignell R.; Abbott J.; Brydegaard M.,Novel Biophotonics Techniques and Applications V,2019,https://doi.org/10.1117/12.2527224,Female,Lab,474,474 ± 48,Free,,,
An. coluzzii,Anopheles,coluzzii,Multiband modulation spectroscopy for the determination of sex and species of mosquitoes in flight,Gebru A.; Jansson S.; Ignell R.; Kirkeby C.; Prangsma J.C.; Brydegaard M.,Journal of Biophotonics,2018,https://doi.org/10.1002/jbio.201800014,Male,Lab,704,"Median: 704, IQR = 127 (N=60)",Free,12 L: 12 D,,optical sensor
An. coluzzii,Anopheles,coluzzii,Multiband modulation spectroscopy for the determination of sex and species of mosquitoes in flight,Gebru A.; Jansson S.; Ignell R.; Kirkeby C.; Prangsma J.C.; Brydegaard M.,Journal of Biophotonics,2018,https://doi.org/10.1002/jbio.201800014,Female,Lab,471,"Median: 471, IQR = 53.8 (N=279)",Free,12 L: 12 D,,optical sensor
An. crucians,Anopheles,crucians,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,411.71,"411.71 ± 2.30 (SE) (42.57, SD), N=342",Free,,,
An. darlingi,Anopheles,darlingi,Flight tone characterisation of the South American malaria vector Anopheles darlingi (Diptera: Culicidae),Montoya J.P.; Pantoja-Sánchez H.; Gomez S.; Avila F.W.; Alfonso-Parra C.,Memorias de Instituto Oswaldo Cruz,2021,https://doi.org/10.1590/0074-02760200497,Male,Lab,553,553 ± 78 Hz (n = 30) (mean ± sd),Tethered,,,
An. darlingi,Anopheles,darlingi,Flight tone characterisation of the South American malaria vector Anopheles darlingi (Diptera: Culicidae),Montoya J.P.; Pantoja-Sánchez H.; Gomez S.; Avila F.W.; Alfonso-Parra C.,Memorias de Instituto Oswaldo Cruz,2021,https://doi.org/10.1590/0074-02760200497,Female,Lab,362,362 ± 33 Hz (n = 30),Tethered,,,
An. darlingi,Anopheles,darlingi,Flight tone characterisation of the South American malaria vector Anopheles darlingi (Diptera: Culicidae),Montoya J.P.; Pantoja-Sánchez H.; Gomez S.; Avila F.W.; Alfonso-Parra C.,Memorias de Instituto Oswaldo Cruz,2021,https://doi.org/10.1590/0074-02760200497,Male,Lab,709, 709 ± 42 Hz (n = 30) (mean ± sd),Free,,,
An. darlingi,Anopheles,darlingi,Flight tone characterisation of the South American malaria vector Anopheles darlingi (Diptera: Culicidae),Montoya J.P.; Pantoja-Sánchez H.; Gomez S.; Avila F.W.; Alfonso-Parra C.,Memorias de Instituto Oswaldo Cruz,2021,https://doi.org/10.1590/0074-02760200497,Female,Lab,456,456 ± 33 Hz (n = 30) ,Free,,,
An. dirus,Anopheles,dirus,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,445,Mean 445,Free,,,
An. dirus,Anopheles,dirus,HumBug – An Acoustic Mosquito Monitoring Tool for use on budget smartphones,Sinka M.E.; Zilli D.; Li Y.; Kiskin I.; Msaky D.; Kihonda J.; Mkandawile G.; Kaindoa E.; Killeen G.; Zanga J.; Metelo E.; Kirkham D.; Mansiangi P.; Herreros-Moya E.; Rafique W.; Chareonviriyaphap T.; Tisgratog R.; Wang L.; Chan H.; Gutteridge B.; Portwood H.; Roberts S.; Willis K.J.,Methods in Ecology and Evolution,2021,https://doi.org/10.1111/2041-210x.13663,Female,Lab,440,440,Free,,,
An. earlei,Anopheles,earlei,Flight Sounds of the Females of Some Mosquitoes of Western Canada,Belton P; Costello R.A.,Entomologia Experimentalis et Applicata,2011,https://doi.org/10.1111/j.1570-7458.1979.tb02904.x,Female,Lab,220,190-250,Free,,,
An. farauti,Anopheles,farauti,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,595,Mean 595,Free,,,
An. freenborni,Anopheles,freeborni,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,400,Mean 400,Free,,,
An. funestus,Anopheles,funestus,Observations on the swarming and mating behaviour of Anopheles funestus from southern Mozambique,Charlwood J.; Thompson R.; Madsen H.,Malaria Journal,2003,https://doi.org/10.1186/1475-2875-2-2,Male,Lab,706,706 ± 139 Hz (SD) (n=6),Free,,,
An. funestus,Anopheles,funestus,Observations on the swarming and mating behaviour of Anopheles funestus from southern Mozambique,Charlwood J.; Thompson R.; Madsen H.,Malaria Journal,2003,https://doi.org/10.1186/1475-2875-2-2,Female,Lab,516,516 ± 54 Hz (SD) (n=16),Free,,,
An. gambiae,Anopheles,gambiae,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,550,Mean 550,Free,,,
An. gambiae,Anopheles,gambiae,Flight tone of field-collected populations of Anopheles gambiae and An. arabiensis (Diptera: Culicidae),Wekesa J.W.; Brogdon W.G.; Hawley W.A.; Besansky N.J.,Physiological Entomology,2002,https://doi.org/10.1046/j.1365-3032.1998.233087.x,Male,Lab,817,"Lab strain RSP: 817 ± 19 Hz, Lab strain G3: 789 ± 16 Hz, WT/ Field strain: 760 ± 36",Free,,,
An. gambiae,Anopheles,gambiae,Flight tone of field-collected populations of Anopheles gambiae and An. arabiensis (Diptera: Culicidae),Wekesa J.W.; Brogdon W.G.; Hawley W.A.; Besansky N.J.,Physiological Entomology,2002,https://doi.org/10.1046/j.1365-3032.1998.233087.x,Male,Lab,789,"Lab strain RSP: 817 ± 19 Hz, Lab strain G3: 789 ± 16 Hz, WT/ Field strain: 760 ± 36",Free,,,
An. gambiae,Anopheles,gambiae,Flight tone of field-collected populations of Anopheles gambiae and An. arabiensis (Diptera: Culicidae),Wekesa J.W.; Brogdon W.G.; Hawley W.A.; Besansky N.J.,Physiological Entomology,2002,https://doi.org/10.1046/j.1365-3032.1998.233087.x,Male,Lab,760,"Lab strain RSP: 817 ± 19 Hz, Lab strain G3: 789 ± 16 Hz, WT/ Field strain: 760 ± 36",Free,,,
An. gambiae,Anopheles,gambiae,Flight tone of field-collected populations of Anopheles gambiae and An. arabiensis (Diptera: Culicidae),Wekesa J.W.; Brogdon W.G.; Hawley W.A.; Besansky N.J.,Physiological Entomology,2002,https://doi.org/10.1046/j.1365-3032.1998.233087.x,Female,Lab,529,"Lab strain RSP: 529 ± 27 Hz, Lab strain G3: 533 ± 21 Hz, WT/ Field strain: 501 ±23",Free,,,
An. gambiae,Anopheles,gambiae,Flight tone of field-collected populations of Anopheles gambiae and An. arabiensis (Diptera: Culicidae),Wekesa J.W.; Brogdon W.G.; Hawley W.A.; Besansky N.J.,Physiological Entomology,2002,https://doi.org/10.1046/j.1365-3032.1998.233087.x,Female,Lab,533,"Lab strain RSP: 529 ± 27 Hz, Lab strain G3: 533 ± 21 Hz, WT/ Field strain: 501 ±23",Free,,,
An. gambiae,Anopheles,gambiae,Flight tone of field-collected populations of Anopheles gambiae and An. arabiensis (Diptera: Culicidae),Wekesa J.W.; Brogdon W.G.; Hawley W.A.; Besansky N.J.,Physiological Entomology,2002,https://doi.org/10.1046/j.1365-3032.1998.233087.x,Female,Lab,501,"Lab strain RSP: 529 ± 27 Hz, Lab strain G3: 533 ± 21 Hz, WT/ Field strain: 501 ±23",Free,,,
An. gambiae,Anopheles,gambiae,“Singing on the Wing” as a Mechanism for Species Recognition in the Malarial Mosquito Anopheles gambiae,Pennetier C.; Warren B.; Dabiré K.R.; Russell I.J.; Gibson G.,Current Biology,2010,https://doi.org/10.1016/j.cub.2009.11.040,Male,Lab,682,"M males, 704 ± 25 Hz, n = 4; S males, 682 ± 27 Hz, n = 5 (SD)",Tethered,,,
An. gambiae,Anopheles,gambiae,“Singing on the Wing” as a Mechanism for Species Recognition in the Malarial Mosquito Anopheles gambiae,Pennetier C.; Warren B.; Dabiré K.R.; Russell I.J.; Gibson G.,Current Biology,2010,https://doi.org/10.1016/j.cub.2009.11.040,Female,Lab,460,"M females, 467 ± 31 Hz, n = 6; S females, 460 ± 26 Hz, n = 5 (SD)",Tethered,,,
An. gambiae,Anopheles,gambiae,"The ""wingbeat hypothesis"" of reproductive isolation between members of the Anopheles gambiae complex (Diptera: Culicidae) does not fly",Tripet F.; Dolo G.; Traoré S.; Lanzaro G.C.,Journal of Medical Entomology,2004,https://doi.org/10.1603/0022-2585-41.3.375,Male,Lab,769,"M males, 772 ± 3.9 Hz, S males, 769.0 ± 3.9 Hz (MEAN ± SE)",Free,,,
An. gambiae,Anopheles,gambiae,"The ""wingbeat hypothesis"" of reproductive isolation between members of the Anopheles gambiae complex (Diptera: Culicidae) does not fly",Tripet F.; Dolo G.; Traoré S.; Lanzaro G.C.,Journal of Medical Entomology,2004,https://doi.org/10.1603/0022-2585-41.3.375,Female,Lab,492.6,"M females, 492 ± 2.4 Hz, S females, 492.6 ± 2.4 Hz",Free,,,
An. gambiae,Anopheles,gambiae,Sizing up a mate: variation in production and response to acoustic signals in Anopheles gambiae,Cator L.C.; Ng'Habi K.R.; Hoy R.R.; Harrington L.C.,Behavioral Ecology,2010,https://doi.org/10.1093/beheco/arq087,Male,Lab,707.1,707.1 ± 15.6 Hz  (SE) (n=20),Tethered,12 L: 12 D,,
An. gambiae,Anopheles,gambiae,Sizing up a mate: variation in production and response to acoustic signals in Anopheles gambiae,Cator L.C.; Ng'Habi K.R.; Hoy R.R.; Harrington L.C.,Behavioral Ecology,2010,https://doi.org/10.1093/beheco/arq087,Female,Lab,457.8,457.8 ± 8.2 Hz  (SE) (n=20),Tethered,12 L: 12 D,,
An. gambiae,Anopheles,gambiae,Pre-copula acoustic behaviour of males in the malarial mosquitoes Anopheles coluzzii and Anopheles gambiae s.s. does not contribute to reproductive isolation,Simões P.M.V.; Gibson G.; Russell I.J.,Journal of Experimental Biology,2017,https://doi.org/10.1242/jeb.149757,Male,Lab,779,779±5.2 (SEM),Free,12 L: 12 D,,
An. gambiae,Anopheles,gambiae,Pre-copula acoustic behaviour of males in the malarial mosquitoes Anopheles coluzzii and Anopheles gambiae s.s. does not contribute to reproductive isolation,Simões P.M.V.; Gibson G.; Russell I.J.,Journal of Experimental Biology,2017,https://doi.org/10.1242/jeb.149757,Female,Lab,490,490±10.5 (SEM),Free,12 L: 12 D,,
An. gambiae,Anopheles,gambiae,Measurement of Flight Tone Differentiates Among Members of the Anopheles gambiae Species Complex (Diptera: Culicidae),Brogdon W.G.,Journal of Medical Entomology,1998,https://doi.org/10.1093/jmedent/35.5.681,Male,Lab,789,789 ± 4.43,Free,,,
An. gambiae,Anopheles,gambiae,Measurement of Flight Tone Differentiates Among Members of the Anopheles gambiae Species Complex (Diptera: Culicidae),Brogdon W.G.,Journal of Medical Entomology,1998,https://doi.org/10.1093/jmedent/35.5.681,Female,Lab,533,533 ± 6.99,Free,,,
An. gambiae,Anopheles,gambiae,Observations on the swarming and mating behaviour of Anopheles funestus from southern Mozambique,Charlwood J.; Thompson R.; Madsen H.,Malaria Journal,2003,https://doi.org/10.1186/1475-2875-2-2,Female,Lab,497,497 ± 16 Hz (SD) (n=8),Free,,,
An. gambiae,Anopheles,gambiae,Measuring the fundamental frequency and the harmonic properties of the wingbeat of a large number of mosquitoes in flight using 2D optoacoustic sensors,,Applied Acoustics,2016,https://doi.org/10.1016/j.apacoust.2016.03.005,Male,Lab,750,750,Tethered,12 L: 12 D,,
An. gambiae,Anopheles,gambiae,Measuring the fundamental frequency and the harmonic properties of the wingbeat of a large number of mosquitoes in flight using 2D optoacoustic sensors,,Applied Acoustics,2016,https://doi.org/10.1016/j.apacoust.2016.03.005,Female,Lab,480,480,Tethered,12 L: 12 D,,
An. gambiae,Anopheles,gambiae,Measuring the fundamental frequency and the harmonic properties of the wingbeat of a large number of mosquitoes in flight using 2D optoacoustic sensors,,Applied Acoustics,2016,https://doi.org/10.1016/j.apacoust.2016.03.005,Female,Lab,505,500-510,Free,12 L: 12 D,,
An. gambiae,Anopheles,gambiae,Novel Noise-Robust Optoacoustic Sensors to Identify Insects Through Wingbeats,Potamitis I.; Rigakis I.,IEEE Sensors Journal,2015,https://doi.org/10.1109/JSEN.2015.2424924,Male,Lab,800,800,Free,,,
An. gambiae,Anopheles,gambiae,Harmonic convergence coordinates swarm mating by enhancing mate detection in the malaria mosquito Anopheles gambiae,Castillo S.S.G.; Pritts K.S.; Krishnan R.S.; Harrington L.C.; League G.P.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-03236-5,Male,Lab,870,"*Median WBF (time of swarming period): 850 Hz (0-15min), 890 Hz (15-30min), 875 Hz (30-45min), 850 Hz (45-60min)",Free,12 L: 12 D,,
An. gambiae,Anopheles,gambiae,Harmonic convergence coordinates swarm mating by enhancing mate detection in the malaria mosquito Anopheles gambiae,Castillo S.S.G.; Pritts K.S.; Krishnan R.S.; Harrington L.C.; League G.P.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-03236-5,Female,Lab,557.5,"*Median WBF (time of swarming period): 550 Hz (0-15min), 560 Hz (15-30min), 565 Hz (30-45min), 550 Hz (45-60min)",Free,12 L: 12 D,,
An. gambiae,Anopheles,gambiae,Assessing the acoustic behaviour of Anopheles gambiae (s.l.) dsxF mutants: implications for vector control.,Su M.P.; Georgiades M.; Bagi J.; Kyrou K.; Crisanti A.; Albert J.T.,Parasites & Vectors,2020,https://doi.org/10.1186/s13071-020-04382-x,Male,Lab,590.6,590.60±46.10  Hz (mean ± SD) (N=30),Tethered,13 L: 11 D,,Particle-velocity microphone Knowles NR-3158
An. gambiae,Anopheles,gambiae,Assessing the acoustic behaviour of Anopheles gambiae (s.l.) dsxF mutants: implications for vector control.,Su M.P.; Georgiades M.; Bagi J.; Kyrou K.; Crisanti A.; Albert J.T.,Parasites & Vectors,2020,https://doi.org/10.1186/s13071-020-04382-x,Female,Lab,388.52,388.52±29.97  Hz (mean ± SD) (N=30),Tethered,13 L: 11 D,,Particle-velocity microphone Knowles NR-3158
An. gambiae,Anopheles,gambiae,Hitting the right note at the right time: Circadian control of audibility in Anopheles mosquito mating swarms is mediated by flight tones,"Somers, J.; Georgiades, M.; Su, M.P.; Bagi, J.; Andrés, M.; Alampounti, A.; Mills, G.; Ntabaliba, W.; Moore, S.J.; Spaccapelo, R.; Albert, J.T.;",Science Advances,2022,https://doi.org/10.1126/sciadv.abl4844,Male,Lab,595,595 Hz ± 52 Hz (mean ± SD) (n=83),Free,12 L: 12 D,non-swarming time (i.e. all timepoints apart from ZT13),four particle velocity microphones (Knowles NR-23158-000)
An. gambiae,Anopheles,gambiae,Hitting the right note at the right time: Circadian control of audibility in Anopheles mosquito mating swarms is mediated by flight tones,"Somers, J.; Georgiades, M.; Su, M.P.; Bagi, J.; Andrés, M.; Alampounti, A.; Mills, G.; Ntabaliba, W.; Moore, S.J.; Spaccapelo, R.; Albert, J.T.;",Science Advances,2022,https://doi.org/10.1126/sciadv.abl4844,Male,Lab,653,653 Hz ± 39 Hz (mean ± SD) (n= 454),Free,12 L: 12 D,ZT13,four particle velocity microphones (Knowles NR-23158-000)
An. gambiae,Anopheles,gambiae,Hitting the right note at the right time: Circadian control of audibility in Anopheles mosquito mating swarms is mediated by flight tones,"Somers, J.; Georgiades, M.; Su, M.P.; Bagi, J.; Andrés, M.; Alampounti, A.; Mills, G.; Ntabaliba, W.; Moore, S.J.; Spaccapelo, R.; Albert, J.T.;",Science Advances,2022,https://doi.org/10.1126/sciadv.abl4844,Male,Lab,751,751 Hz ± 80 Hz (mean ± SD) (n= 445),Free,12 L: 12 D,non-swarming time (i.e. all timepoints apart from ZT13),four particle velocity microphones (Knowles NR-23158-000)
An. gambiae,Anopheles,gambiae,Hitting the right note at the right time: Circadian control of audibility in Anopheles mosquito mating swarms is mediated by flight tones,"Somers, J.; Georgiades, M.; Su, M.P.; Bagi, J.; Andrés, M.; Alampounti, A.; Mills, G.; Ntabaliba, W.; Moore, S.J.; Spaccapelo, R.; Albert, J.T.;",Science Advances,2022,https://doi.org/10.1126/sciadv.abl4844,Male,Lab,844,844 Hz ± 55 Hz (mean ± SD) (n= 1600),Free,12 L: 12 D,ZT13,four particle velocity microphones (Knowles NR-23158-000)
An. gambiae,Anopheles,gambiae,Hitting the right note at the right time: Circadian control of audibility in Anopheles mosquito mating swarms is mediated by flight tones,"Somers, J.; Georgiades, M.; Su, M.P.; Bagi, J.; Andrés, M.; Alampounti, A.; Mills, G.; Ntabaliba, W.; Moore, S.J.; Spaccapelo, R.; Albert, J.T.;",Science Advances,2022,https://doi.org/10.1126/sciadv.abl4844,Female,Lab,475,475 Hz ± 37 Hz (mean ± SD) (n= 447),Free,12 L: 12 D,non-swarming time (i.e. all timepoints apart from ZT13),four particle velocity microphones (Knowles NR-23158-000)
An. gambiae,Anopheles,gambiae,Hitting the right note at the right time: Circadian control of audibility in Anopheles mosquito mating swarms is mediated by flight tones,"Somers, J.; Georgiades, M.; Su, M.P.; Bagi, J.; Andrés, M.; Alampounti, A.; Mills, G.; Ntabaliba, W.; Moore, S.J.; Spaccapelo, R.; Albert, J.T.;",Science Advances,2022,https://doi.org/10.1126/sciadv.abl4844,Female,Lab,464,464 Hz ± 37 Hz (mean ± SD) (n= 1137),Free,12 L: 12 D,ZT13,four particle velocity microphones (Knowles NR-23158-000)
An. gambiae,Anopheles,gambiae,Hitting the right note at the right time: Circadian control of audibility in Anopheles mosquito mating swarms is mediated by flight tones,"Somers, J.; Georgiades, M.; Su, M.P.; Bagi, J.; Andrés, M.; Alampounti, A.; Mills, G.; Ntabaliba, W.; Moore, S.J.; Spaccapelo, R.; Albert, J.T.;",Science Advances,2022,https://doi.org/10.1126/sciadv.abl4844,Female,Lab,547,547 Hz ± 51 Hz (mean ± SD) (n= 2339),Free,12 L: 12 D,non-swarming time (i.e. all timepoints apart from ZT13),four particle velocity microphones (Knowles NR-23158-000)
An. gambiae,Anopheles,gambiae,Hitting the right note at the right time: Circadian control of audibility in Anopheles mosquito mating swarms is mediated by flight tones,"Somers, J.; Georgiades, M.; Su, M.P.; Bagi, J.; Andrés, M.; Alampounti, A.; Mills, G.; Ntabaliba, W.; Moore, S.J.; Spaccapelo, R.; Albert, J.T.;",Science Advances,2022,https://doi.org/10.1126/sciadv.abl4844,Female,Lab,556,556 Hz ± 40 Hz (mean ± SD) (n= 3040),Free,12 L: 12 D,ZT13,four particle velocity microphones (Knowles NR-23158-000)
An. gambiae,Anopheles,gambiae,Chordotonal organ mechanosensory pathways as potential targets for the control of mosquito borne diseases,Su M.P.,Thesis,2017,https://discovery.ucl.ac.uk/id/eprint/1542425/,Male,Lab,558,558 ± 10.2 (median ± se),Tethered,12 L: 12 D,2h before dusk,EMKAY NR 3158
An. gambiae,Anopheles,gambiae,Chordotonal organ mechanosensory pathways as potential targets for the control of mosquito borne diseases,Su M.P.,Thesis,2017,https://discovery.ucl.ac.uk/id/eprint/1542425/,Female,Lab,384,384 ± 16.7 (median ± se),Tethered,12 L: 12 D,2h before dusk,EMKAY NR 3158
An. gambiae,Anopheles,gambiae,Observations on the swarming and mating behaviour of Anopheles funestus from southern Mozambique,Charlwood J.; Thompson R.; Madsen H.,Malaria Journal,2003,https://doi.org/10.1186/1475-2875-2-2,Male,Lab,781,781 (n=2),Free,,,
An. harrisoni,Anopheles,harrisoni,HumBug – An Acoustic Mosquito Monitoring Tool for use on budget smartphones,Sinka M.E.; Zilli D.; Li Y.; Kiskin I.; Msaky D.; Kihonda J.; Mkandawile G.; Kaindoa E.; Killeen G.; Zanga J.; Metelo E.; Kirkham D.; Mansiangi P.; Herreros-Moya E.; Rafique W.; Chareonviriyaphap T.; Tisgratog R.; Wang L.; Chan H.; Gutteridge B.; Portwood H.; Roberts S.; Willis K.J.,Methods in Ecology and Evolution,2021,https://doi.org/10.1111/2041-210x.13663,Female,Lab,475,475,Free,,,
